Unnamed: 0,ID,Age,Title,Review Text,Ratings,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned Review,Cleaned Title,Sentiment
18932,1104,39,Did not love the fabric...,"I have a dress very like this from retailer's fall line.  i love it, so i decided to try this one. the fabric is thinner than the other dress, which is good for spring, but it also seemed not such a great quality. i also didn't care for the texture. if this doesn't bother you, the pattern is very cute and the style is flattering. it is cute with a blazer.",3,0,5,General Petite,Dresses,Dresses,i have a dress very like this from retailers fall line i love it so i decided to try this one the fabric is thinner than the other dress which is good for spring but it also seemed not such a great quality i also didnt care for the texture if this doesnt bother you the pattern is very cute and the style is flattering it is cute with a blazer,did not love the fabric,Neutral
18933,1086,35,Comfy cute.,I just got this dress in the beige color and i absolutely love it. the fit is perfect and i feel that it is just the right length. i got a small and i am 5'9''. the pockets are a great touch and really are the key for tunic style dresses for me. i love the soft material and could live in this dress. such a great staple for my closet!,5,1,2,General,Dresses,Dresses,i just got this dress in the beige color and i absolutely love it the fit is perfect and i feel that it is just the right length i got a small and i am the pockets are a great touch and really are the key for tunic style dresses for me i love the soft material and could live in this dress such a great staple for my closet,comfy cute,Positive
18934,69,34,Go to going out tank,I buy everything that retailer sells in chambray. this top did not disappoint. it is so comfortable and the back the way it is slightly lower than normal is very sexy without being revealing. the straps fall off of your shoulders a bit but i do not find it annoying. i am not big busted so i didn't have the sizing issue that others seemed to have.,5,1,0,Initmates,Intimate,Layering,i buy everything that retailer sells in chambray this top did not disappoint it is so comfortable and the back the way it is slightly lower than normal is very sexy without being revealing the straps fall off of your shoulders a bit but i do not find it annoying i am not big busted so i didnt have the sizing issue that others seemed to have,go to going out tank,Positive
18935,820,34,Beautiful,This is a very flattering top and the details are spectacular. it is very comfortable to wear and the the appliqu??s and embroidery make this very slimming. as the other reviews noted the side slits go up quite high. i won't be raising my arms much wearing this. the small rhinestones in the center of the black flowers go around the entire sleeve and they catch on the rest of the shirt sometimes. i have to be aware of it and more careful not to make very fast movements until i'm sure i'm not tangl,5,1,0,General,Tops,Blouses,this is a very flattering top and the details are spectacular it is very comfortable to wear and the the appliqus and embroidery make this very slimming as the other reviews noted the side slits go up quite high i wont be raising my arms much wearing this the small rhinestones in the center of the black flowers go around the entire sleeve and they catch on the rest of the shirt sometimes i have to be aware of it and more careful not to make very fast movements until im sure im not tangl,beautiful,Positive
18936,1049,35,Gorgeous,This was an impulse purchase for me. a year ago i would have never considered a jumpsuit but they are growing on me. i had yet to find one that fit without too much need for tailoring. this one did the trick! i like that the cut is in such a way that you can wear a normal bra underneath it without it showing. the fabric itself is very lightweight so i would recommend a bra for some support. i like that the fabric is incredibly lightweight so you can wear it on a hot summer day. the jumpsuit is l,5,1,11,General,Bottoms,Pants,this was an impulse purchase for me a year ago i would have never considered a jumpsuit but they are growing on me i had yet to find one that fit without too much need for tailoring this one did the trick i like that the cut is in such a way that you can wear a normal bra underneath it without it showing the fabric itself is very lightweight so i would recommend a bra for some support i like that the fabric is incredibly lightweight so you can wear it on a hot summer day the jumpsuit is l,gorgeous,Positive
18937,673,38,Paper thin,"Great print, terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.",3,0,1,General Petite,Intimate,Lounge,great print terrible quality the material is paper thin not at all what i look for in a robe its going back,paper thin,Neutral
18938,1084,60,I was really disappointed,I was really hoping this dress would work because it looks adorable on the model. i ordered my usual size 0 but when i put it on the cross part in the front was way too high on my neck and was super uncomfortable. i also had a lot of room in the back of the dress so it wasn't as form fitting as i would have liked. i ended up returning this dress.,2,0,7,General,Dresses,Dresses,i was really hoping this dress would work because it looks adorable on the model i ordered my usual size but when i put it on the cross part in the front was way too high on my neck and was super uncomfortable i also had a lot of room in the back of the dress so it wasnt as form fitting as i would have liked i ended up returning this dress,i was really disappointed,Negative
18939,863,38,Love the ruffle detail,This is not your basic white tee. the ruffle and seam down the front add visual interest. cute alone or paired with a sweater and statement necklace.,5,1,0,General Petite,Tops,Knits,this is not your basic white tee the ruffle and seam down the front add visual interest cute alone or paired with a sweater and statement necklace,love the ruffle detail,Positive
18941,960,30,Beautiful vest!,I got this vest on sale in the navy color and love it! the quality of the fabric is great and the draped design of it is so chic! really adds a stylish touch to almost any outfit.,5,1,1,General,Jackets,Jackets,i got this vest on sale in the navy color and love it the quality of the fabric is great and the draped design of it is so chic really adds a stylish touch to almost any outfit,beautiful vest,Positive
18944,820,62,Gorgeous details!,"This shirt is amazing! the soft fabric, detailed embroidery, and gorgeous little beads/sequins..all fabulous quality and make this piece worth the price. i love the length and cut of this too - not boxy, yet not too tight or fitted; just covers my bum. can be dressed up or down.",5,1,0,General,Tops,Blouses,this shirt is amazing the soft fabric detailed embroidery and gorgeous little beadssequinsall fabulous quality and make this piece worth the price i love the length and cut of this too not boxy yet not too tight or fitted just covers my bum can be dressed up or down,gorgeous details,Positive
18945,960,25,"The best ""instant upgrade"" vest",This vest is awesome. it can take any dress/outfit and instantly make it more fancy and formal. the way it drapes is very forgiving and the back bow can be modified and switched out for different colors depending on outfit color. .,5,1,1,General,Jackets,Jackets,this vest is awesome it can take any dressoutfit and instantly make it more fancy and formal the way it drapes is very forgiving and the back bow can be modified and switched out for different colors depending on outfit color,the best instant upgrade vest,Positive
18946,820,46,Bravo!,"I hope you can get this top.this is a great classic,that will be in my closet for a long time.",5,1,0,General,Tops,Blouses,i hope you can get this topthis is a great classicthat will be in my closet for a long time,bravo,Positive
18947,820,63,Unique top,"This top is beautifully detailed , it is flattering and i am very happy with my purchase!",5,1,0,General,Tops,Blouses,this top is beautifully detailed it is flattering and i am very happy with my purchase,unique top,Positive
18948,945,34,"Classic, modern, aesthetically-pleasing piece","I picked this up at my nearest retailer this afternoon after placing my order a few days ago. i purchased the off-white version in size small. i actually tried this on in the dressing room to make sure i was satisfied with the product. when i came out, i asked the retailer customer service rep if she could cut the tag off so that i could wear it out today. she not only helped me out but also commented on how much she liked this sweater while also wondering why she hasn't seen it in store; i informed",5,1,1,General Petite,Tops,Sweaters,i picked this up at my nearest retailer this afternoon after placing my order a few days ago i purchased the offwhite version in size small i actually tried this on in the dressing room to make sure i was satisfied with the product when i came out i asked the retailer customer service rep if she could cut the tag off so that i could wear it out today she not only helped me out but also commented on how much she liked this sweater while also wondering why she hasnt seen it in store i informed,classic modern aestheticallypleasing piece,Positive
18949,1049,50,Perfect jumpsuit,I found this jumpsuit at my local retailer it must have been a web order return i love it the fit is true size the colors are perfect it's very comfortable and gorgeous on and at the sale price i could not pass it up,5,1,0,General,Bottoms,Pants,i found this jumpsuit at my local retailer it must have been a web order return i love it the fit is true size the colors are perfect its very comfortable and gorgeous on and at the sale price i could not pass it up,perfect jumpsuit,Positive
18950,1078,44,Beautiful dress,This dress is really stunning - can be dressed up or down with a jean jacket really easily. runs quite a bit small in the bust (i ordered a 16 to accommodate) but it is really very pretty. i love this brand- they always have such lovely pieces.,4,1,3,General Petite,Dresses,Dresses,this dress is really stunning can be dressed up or down with a jean jacket really easily runs quite a bit small in the bust i ordered a to accommodate but it is really very pretty i love this brand they always have such lovely pieces,beautiful dress,Positive
18951,863,40,Beautiful color and style,"I'm a big fan of left of center as a brand, and this top is definitely a winner!  the deep green is gorgeous and looks fantastic with denim. the shirt is true to size and is flatteringly loose without looking too tent-like. highly recommend!",5,1,0,General Petite,Tops,Knits,im a big fan of left of center as a brand and this top is definitely a winner the deep green is gorgeous and looks fantastic with denim the shirt is true to size and is flatteringly loose without looking too tentlike highly recommend,beautiful color and style,Positive
18952,1078,30,Beautiful! careful with the sizing though,"This dress is gorgeous! i absolutely love the embroidery. a note about the sizing- while the top portion fits snugly, the hip section runs slightly big. i was surprised to find that the 4 i ordered looked baggy, so i went into the store to try a 2, but the 0 was the best fit! however i'm small-chested (and 5'6"" 113lbs), so i was able to go with the 0 as it fit the hips much better. if you're a bustier type though, the top may be tight. other than the tricky sizing, it's perfect.",5,1,0,General Petite,Dresses,Dresses,this dress is gorgeous i absolutely love the embroidery a note about the sizing while the top portion fits snugly the hip section runs slightly big i was surprised to find that the i ordered looked baggy so i went into the store to try a but the was the best fit however im smallchested and lbs so i was able to go with the as it fit the hips much better if youre a bustier type though the top may be tight other than the tricky sizing its perfect,beautiful careful with the sizing though,Positive
18953,1085,50,Runs very small,"Purchased this dress to wear to new orleans in may...perfect with sandals for casual and dinner. so sad that it was not as i had hoped. the fabric is a bit heavy, and the sleeves are very tight (i have thin arms). the color is a bit ""off,"" as the background color is a gray, which doesn't flatter the yellow design. i purchased the large, as this size usually fits me with a bit of flow, but it was very tight all around, especially around the bust area. going to have to return this...",3,0,2,General,Dresses,Dresses,purchased this dress to wear to new orleans in mayperfect with sandals for casual and dinner so sad that it was not as i had hoped the fabric is a bit heavy and the sleeves are very tight i have thin arms the color is a bit off as the background color is a gray which doesnt flatter the yellow design i purchased the large as this size usually fits me with a bit of flow but it was very tight all around especially around the bust area going to have to return this,runs very small,Neutral
18954,960,25,Elegant modern,"I bought this vest to add more versatility to my wardrobe. i love it! i got it in navy, and since it is one color, it goes with a lot of different things - tanks, long sleeves, short sleeves, pants/skirts, etc. i like the bow in the back and the vest makes a plain outfit look much more elegant and exciting! the vest itself is a little longer than i would have liked.",4,1,1,General,Jackets,Jackets,i bought this vest to add more versatility to my wardrobe i love it i got it in navy and since it is one color it goes with a lot of different things tanks long sleeves short sleeves pantsskirts etc i like the bow in the back and the vest makes a plain outfit look much more elegant and exciting the vest itself is a little longer than i would have liked,elegant modern,Positive
18955,42,23,Lovely,"Makes me feel like a sexy ice skater. true to size, i am 5'0 and 120 lb and both the small and medium fit. i kept the medium. love it!",5,1,1,Initmates,Intimate,Intimates,makes me feel like a sexy ice skater true to size i am and lb and both the small and medium fit i kept the medium love it,lovely,Positive
18958,1078,57,Just enough bling!,Bought this dress for an indian wedding- it was perfect!,5,1,0,General Petite,Dresses,Dresses,bought this dress for an indian wedding it was perfect,just enough bling,Positive
18959,820,41,Absolutely gorgeous top,"This top is beauitiful. gorgeous detailing with the eyelet lace, black flower appliqu??s, silver beads and tiny rose gold sequins down the front. true to size. i'm 5'2"", 130 lbs, 34b and took my usual size 4. the slits do come up a bit far on the sides like another reviewer noted but not really enough to be a problem. i didn't find it necessary to get the petite size in this top. i was going to wait until further markdown since the top is still pricey even with a 20% discount but couldn't resist",5,1,0,General,Tops,Blouses,this top is beauitiful gorgeous detailing with the eyelet lace black flower appliqus silver beads and tiny rose gold sequins down the front true to size im lbs b and took my usual size the slits do come up a bit far on the sides like another reviewer noted but not really enough to be a problem i didnt find it necessary to get the petite size in this top i was going to wait until further markdown since the top is still pricey even with a discount but couldnt resist,absolutely gorgeous top,Positive
18960,820,38,Retailer from the days of yore and yesteryear,"Like other reviewers, when i saw this top in person i was struck by it. i would never have even looked twice at it online. i hardly ever buy things at full price from retailer but i treated myself to this one. the only thing i'd disagree with is that it runs true to size. at my store, there was only 1 left (in a size 10). i'm usually a 4/6 but i figured i'd try it on since the style is loose anyway. and the 10 fit very nicely. i did try a 6 in another store and found the slits came too high and th",5,1,1,General,Tops,Blouses,like other reviewers when i saw this top in person i was struck by it i would never have even looked twice at it online i hardly ever buy things at full price from retailer but i treated myself to this one the only thing id disagree with is that it runs true to size at my store there was only left in a size im usually a but i figured id try it on since the style is loose anyway and the fit very nicely i did try a in another store and found the slits came too high and th,retailer from the days of yore and yesteryear,Positive
18961,820,25,Gorgeous detail,"The top is just as shown in the picture and it is tts. lots of detailing with beads and lace. i'm 5'1, 92lbs and purchased a petite 00. just as the other reviewers noted, the side slits do come high. high waisted jeans or leggings works perfectly.",5,1,0,General,Tops,Blouses,the top is just as shown in the picture and it is tts lots of detailing with beads and lace im lbs and purchased a petite just as the other reviewers noted the side slits do come high high waisted jeans or leggings works perfectly,gorgeous detail,Positive
18963,1078,83,A perfect 10 !,"I have looked at this dress a dozen times online and passed. after reading other reviews felt compelled to see why everyone is in love with this dress. when i opened the box i was blown away. this dress is so beautiful and the crystals, which look like sequence online are high quality, as is the fabric and craftsmanship.
a perfect 10!!!!!!!!!!!!
you must have this dress in your closet!!!!!!!
ordered my usual size and fits perfect.",5,1,0,General Petite,Dresses,Dresses,i have looked at this dress a dozen times online and passed after reading other reviews felt compelled to see why everyone is in love with this dress when i opened the box i was blown away this dress is so beautiful and the crystals which look like sequence online are high quality as is the fabric and craftsmanship a perfect you must have this dress in your closet ordered my usual size and fits perfect,a perfect,Positive
18964,945,74,Tunic,I loved the look of this tunic. it is made well and very pretty. it was so big and heavy i had to return it. i think the small in this would be too big.,3,1,0,General Petite,Tops,Sweaters,i loved the look of this tunic it is made well and very pretty it was so big and heavy i had to return it i think the small in this would be too big,tunic,Neutral
18965,945,28,Georgeous sweater,This sweater is very pretty. i had my concerns being that i don't normally pay $300.00 for a sweater but i found the material to be extremely high quality and the details really make it a beautiful piece. i literally got a little tired of people telling me all day how pretty it was. this is definitely a piece of clothing i will cherish for years to come.,5,1,0,General Petite,Tops,Sweaters,this sweater is very pretty i had my concerns being that i dont normally pay for a sweater but i found the material to be extremely high quality and the details really make it a beautiful piece i literally got a little tired of people telling me all day how pretty it was this is definitely a piece of clothing i will cherish for years to come,georgeous sweater,Positive
18966,960,30,Love it!,"I saw this vest the week it came in the store. i was hesitant, thinking, ""what do i have to go with this?"" i left the store and had to go back and purchase it. i'm so happy i did! it really does go well simple tops (dressy or casual). it is also perfect for the ""winter white"" trend happening this year!",5,1,1,General,Jackets,Jackets,i saw this vest the week it came in the store i was hesitant thinking what do i have to go with this i left the store and had to go back and purchase it im so happy i did it really does go well simple tops dressy or casual it is also perfect for the winter white trend happening this year,love it,Positive
18967,995,24,Simple little wow piece,This skirt is amazing! it has the right amount of sparkle and the right amount of shape. i bought this in a size six which i can really switch between 6 and 8 depending but the six fits perfectly. i also bought the regular length even though i could probably be considered petite but it ended up being perfect. but the skirt is so lovely in person and has just enough wow that you can wear this thing with a simple tee and still look amazing. i wore this to a party with a black high neck tank and re,5,1,0,General,Bottoms,Skirts,this skirt is amazing it has the right amount of sparkle and the right amount of shape i bought this in a size six which i can really switch between and depending but the six fits perfectly i also bought the regular length even though i could probably be considered petite but it ended up being perfect but the skirt is so lovely in person and has just enough wow that you can wear this thing with a simple tee and still look amazing i wore this to a party with a black high neck tank and re,simple little wow piece,Positive
18968,1084,39,Interesting,"This dress is unusual. it can be dressed up with wedges and dressed down with cool sneakers. if you have any under arm excess fat it will show...but you can hide it with a cropped cardigan. i am 5' 1"", 105 pounds, lean athletic frame with a 32b bust and it fit well and snug.i bought an xxs. i am relatively lean under the under arm but this dress does show any flaw in this area and it does not look good. minus point. super cute and made well. i wear it with a cardigan.",4,1,4,General,Dresses,Dresses,this dress is unusual it can be dressed up with wedges and dressed down with cool sneakers if you have any under arm excess fat it will showbut you can hide it with a cropped cardigan i am pounds lean athletic frame with a b bust and it fit well and snugi bought an xxs i am relatively lean under the under arm but this dress does show any flaw in this area and it does not look good minus point super cute and made well i wear it with a cardigan,interesting,Positive
18969,1084,46,Needs pockets! runs large,"Even though this is an online exclusive, i was able to try on a one off in the store. i have been looking for a cross front dress and the other option currently at retailer (the black and white striped top version) in a similar length) looked awkward. this dress looks great on but i needed the xs. i usually wear a 2. it was cute and i came online to see if the xs was available but it is sold out. the dress would be perfect if it had pockets!",4,1,1,General,Dresses,Dresses,even though this is an online exclusive i was able to try on a one off in the store i have been looking for a cross front dress and the other option currently at retailer the black and white striped top version in a similar length looked awkward this dress looks great on but i needed the xs i usually wear a it was cute and i came online to see if the xs was available but it is sold out the dress would be perfect if it had pockets,needs pockets runs large,Positive
18970,825,44,Great design but execution is meh.....,"I loved the look of this shirt but full price was a little steep so i waited for it to go on sale and am glad i waited because only a l was left and it was perfect fit since i originally was thinkng of getting a small or medium which i usually do at retailer but this one was running really small compared to retailer other shirts. the fabric is great but when i looked at it carefully, the zipper construction is sewn poorly as well as the sewing at the buttons area...also, there were a lot of thread h",3,0,0,General Petite,Tops,Blouses,i loved the look of this shirt but full price was a little steep so i waited for it to go on sale and am glad i waited because only a l was left and it was perfect fit since i originally was thinkng of getting a small or medium which i usually do at retailer but this one was running really small compared to retailer other shirts the fabric is great but when i looked at it carefully the zipper construction is sewn poorly as well as the sewing at the buttons areaalso there were a lot of thread h,great design but execution is meh,Neutral
18971,1078,35,Buy this dress,"Pictures do not do justice to this beautiful piece of art. the embroidery and jewel detail is exquisite. just don't plan on holding any kids or pets, you won't want to snag it or them.",5,1,2,General,Dresses,Dresses,pictures do not do justice to this beautiful piece of art the embroidery and jewel detail is exquisite just dont plan on holding any kids or pets you wont want to snag it or them,buy this dress,Positive
18972,820,44,Wearing this to my reunion!,"I had been to the retailer store several times in hopes in finding the perfect top for my upcoming reunion. as soon as i saw this, i knew it was perfect for the occasion. i'm sure i'll get a lot of use out of this top as you can dress it up or down.",5,1,0,General,Tops,Blouses,i had been to the retailer store several times in hopes in finding the perfect top for my upcoming reunion as soon as i saw this i knew it was perfect for the occasion im sure ill get a lot of use out of this top as you can dress it up or down,wearing this to my reunion,Positive
18973,1078,38,Beautiful dress!,The details and colors are exquisite. stop hesitating and get this dress,5,1,0,General,Dresses,Dresses,the details and colors are exquisite stop hesitating and get this dress,beautiful dress,Positive
18974,820,36,Gorgeous top despite some flaws,"I saw this top online, but i didn't fall in love with it until i tried it on in the store. the retailer salesperson told me that she owned this top and that she always received many compliments when wearing it, but she also warned me that the rhinestones on the sleeves were a problem as they kept getting snagged in the fabric on the body. i decided to purchase the top in the end because it is so beautiful and one of a kind, but i ended up removing all of the rhinestones on the sleeves and i haven'",5,1,1,General,Tops,Blouses,i saw this top online but i didnt fall in love with it until i tried it on in the store the retailer salesperson told me that she owned this top and that she always received many compliments when wearing it but she also warned me that the rhinestones on the sleeves were a problem as they kept getting snagged in the fabric on the body i decided to purchase the top in the end because it is so beautiful and one of a kind but i ended up removing all of the rhinestones on the sleeves and i haven,gorgeous top despite some flaws,Positive
18975,810,38,Perfect pant,"Comfortable, flattering, one step up in formality from jammies, what more could you want?",5,1,2,Initmates,Intimate,Lounge,comfortable flattering one step up in formality from jammies what more could you want,perfect pant,Positive
18976,820,69,Beautiful design,"My daughter tried on this shirt in new york & loved it so i ordered it for her for christmas1 i am thrilled, & she will be thrilled! love my purchase!",5,1,0,General,Tops,Blouses,my daughter tried on this shirt in new york loved it so i ordered it for her for christmas i am thrilled she will be thrilled love my purchase,beautiful design,Positive
18977,820,37,Beautiful top,Very intricate detail with stitching. love the contrast of black on cream. has slits on each side. bought it for holiday parties! just what i had hoped it would be.,5,1,0,General,Tops,Blouses,very intricate detail with stitching love the contrast of black on cream has slits on each side bought it for holiday parties just what i had hoped it would be,beautiful top,Positive
18978,960,29,Haven't worn yet but ...,"Just, you know, in front of my mirror and around the house. i bought this piece because i found it to be a bit funky - so you can wear it with jeans for a night out - yet with classic elements so it could be worn to work with a skirt. also, i live in florida, where it is hot hot hot, but i still like to layer my look. it has an excellent weight to it without being to heavy, so it flows well and can be worn even on the warm days instead of a suit jacket. 

i am usually between a small and mediu",4,1,1,General,Jackets,Jackets,just you know in front of my mirror and around the house i bought this piece because i found it to be a bit funky so you can wear it with jeans for a night out yet with classic elements so it could be worn to work with a skirt also i live in florida where it is hot hot hot but i still like to layer my look it has an excellent weight to it without being to heavy so it flows well and can be worn even on the warm days instead of a suit jacket i am usually between a small and mediu,havent worn yet but,Positive
18979,820,34,A true beauty,"Such a gorgeous top, the detail and fit are amazing. however, after wearing the top for about 8 hours, 7 of the center rinestones fell off. the beads on the sleeves also snagged the embroidery where the sleeve touches the body. but, i love the top so much, i exchanged it for another and hoping i have better luck with quality this time around.",5,1,1,General,Tops,Blouses,such a gorgeous top the detail and fit are amazing however after wearing the top for about hours of the center rinestones fell off the beads on the sleeves also snagged the embroidery where the sleeve touches the body but i love the top so much i exchanged it for another and hoping i have better luck with quality this time around,a true beauty,Positive
18982,820,49,In love!,"The details on this top are absolutely gorgeous, from the lace, to the sequins, to the rhinestones! that said, the details are not overpowering, yet more subtle. can't wait to wear this over the holiday season. sure to get tons of compliments!!",5,1,0,General,Tops,Blouses,the details on this top are absolutely gorgeous from the lace to the sequins to the rhinestones that said the details are not overpowering yet more subtle cant wait to wear this over the holiday season sure to get tons of compliments,in love,Positive
18983,1049,40,Amazing and surprisingly tts,"I think of tracy reese as running small, and usually size up, but the 8 was the only size left so i grabbed it and it fits perfectly. i got a million compliments on it and got rid of my other jumpsuits because this one is perfection. please note that if you are busty it will show cleavage, so you need the right bra.",5,1,0,General,Bottoms,Pants,i think of tracy reese as running small and usually size up but the was the only size left so i grabbed it and it fits perfectly i got a million compliments on it and got rid of my other jumpsuits because this one is perfection please note that if you are busty it will show cleavage so you need the right bra,amazing and surprisingly tts,Positive
18984,863,67,Super cute and comfy,"I love this t-shirt - the moss green color is just what i wanted, cute fit and true to size. purchased the medium b/c i like t-shirts to be a little loose.",5,1,0,General Petite,Tops,Knits,i love this tshirt the moss green color is just what i wanted cute fit and true to size purchased the medium bc i like tshirts to be a little loose,super cute and comfy,Positive
18985,1085,56,Impressive dress,"I was quite surprised to find the background color of this dress was grey,not the stone/linen that i was expecting. it still works beautifully against the citrus. fits true to size; the 3/4 sleeves are slightly narrow around the forearm but not tight. i'm 5'4, fairly slim, 132 and i'm in the process of exchanging the petite m for a regular medium as it was just a bit too short for me. i'm very short waisted/long legs, so the straight design is perfect for eliminating the issue. i also found no p",5,1,6,General,Dresses,Dresses,i was quite surprised to find the background color of this dress was greynot the stonelinen that i was expecting it still works beautifully against the citrus fits true to size the sleeves are slightly narrow around the forearm but not tight im fairly slim and im in the process of exchanging the petite m for a regular medium as it was just a bit too short for me im very short waistedlong legs so the straight design is perfect for eliminating the issue i also found no p,impressive dress,Positive
18986,820,26,Gorgeous detail,This shirt is gorgeous. i bought it for my engagement party and got lots of compliments. the only thing negative was that the particular shirt i bought had one of the stones on the sleeve that the prongs were bent so it snagged the beautiful embroidery on the front of the shirt.. of course my local retailer exchanged it for a perfect new one without hassle. it's an expensive shirt but perfect for a special occasion.,5,1,0,General,Tops,Blouses,this shirt is gorgeous i bought it for my engagement party and got lots of compliments the only thing negative was that the particular shirt i bought had one of the stones on the sleeve that the prongs were bent so it snagged the beautiful embroidery on the front of the shirt of course my local retailer exchanged it for a perfect new one without hassle its an expensive shirt but perfect for a special occasion,gorgeous detail,Positive
18987,820,43,Exquisite top!,"Saw this in the store, looked at the price tag and decided to wait for a sale. got it this weekend with the 20% off and love it! (thanks retailer) wore it for my birthday dinner and received a ton of compliments. as someone else noted, it does catch on itself so take care when wearing. also, the slits on the side are semi-high but as my husband noted, this makes it a touch sexy instead of just a tunic. i went with an 8 for this reason(you could also wear a tank underneath). and yes, even on sale,",5,1,1,General,Tops,Blouses,saw this in the store looked at the price tag and decided to wait for a sale got it this weekend with the off and love it thanks retailer wore it for my birthday dinner and received a ton of compliments as someone else noted it does catch on itself so take care when wearing also the slits on the side are semihigh but as my husband noted this makes it a touch sexy instead of just a tunic i went with an for this reasonyou could also wear a tank underneath and yes even on sale,exquisite top,Positive
18988,42,25,Love this!,I was so excited to receive this in the mail. it fits true to size and is extremely flattering. so glad that i made this purchase,5,1,1,Initmates,Intimate,Intimates,i was so excited to receive this in the mail it fits true to size and is extremely flattering so glad that i made this purchase,love this,Positive
18989,960,56,Instant style,"I love the weight and drape of this vest; it adds a finished touch to even the simplest t shirts. i plan on wearing it into the cooler months of fall. however, it runs a week bit small across the bust. i normally wear a medium at retailer but large would have been a better fit. sadly the large vest in the dark blue was sold out.",4,1,0,General,Jackets,Jackets,i love the weight and drape of this vest it adds a finished touch to even the simplest t shirts i plan on wearing it into the cooler months of fall however it runs a week bit small across the bust i normally wear a medium at retailer but large would have been a better fit sadly the large vest in the dark blue was sold out,instant style,Positive
18990,903,68,Light for the south,"Weather changes during a day to extremes in nela. lightweight cardigan for when little is needed that's pretty and practical, if you take a close look at photo you will see the weave is open, so could snag. nothing hidden. it is what it is-pretty, lacy, feminine.",5,1,3,General Petite,Tops,Fine gauge,weather changes during a day to extremes in nela lightweight cardigan for when little is needed thats pretty and practical if you take a close look at photo you will see the weave is open so could snag nothing hidden it is what it ispretty lacy feminine,light for the south,Positive
18991,903,56,"Unique cut and print, whisper soft","I give this sweater a five star review. i am always thrilled to be able to add a cardigan or caccoon sweater that is a color that is different than black or white.this pairs beautifully with so many of the shells and sleeveless shirts that i have from retailer.yes this sweater is extremely delicate, it didn't pull at all while i was trying it on. this will be a great transition sweater.",5,1,1,General Petite,Tops,Fine gauge,i give this sweater a five star review i am always thrilled to be able to add a cardigan or caccoon sweater that is a color that is different than black or whitethis pairs beautifully with so many of the shells and sleeveless shirts that i have from retaileryes this sweater is extremely delicate it didnt pull at all while i was trying it on this will be a great transition sweater,unique cut and print whisper soft,Positive
18992,820,46,Retailer amazing,"I received this top by mail yesterday and opened it this morning. all i can say is wow. it's gorgeous. the detailing is stunning, classic retailer amazing. a true standout piece. can't wait to wear.",5,1,0,General,Tops,Blouses,i received this top by mail yesterday and opened it this morning all i can say is wow its gorgeous the detailing is stunning classic retailer amazing a true standout piece cant wait to wear,retailer amazing,Positive
18993,903,55,Think accessory,"I ordered size medium. the fit is true to size. the color and pattern work beautifully with the delicate yarns and design of this sweater. as other reviewers have stated, it is very thin and lightweight. in my opinion, it serves more as an accessory rather than it being functional as a cardigan worn for warmth. when i tried it on, i considered whether it would provide any warmth at all...summertime air conditioning, etc. the answer is no... if i decide to keep it, it will be for its aesthetic...",4,1,2,General Petite,Tops,Fine gauge,i ordered size medium the fit is true to size the color and pattern work beautifully with the delicate yarns and design of this sweater as other reviewers have stated it is very thin and lightweight in my opinion it serves more as an accessory rather than it being functional as a cardigan worn for warmth when i tried it on i considered whether it would provide any warmth at allsummertime air conditioning etc the answer is no if i decide to keep it it will be for its aesthetic,think accessory,Positive
18994,863,35,"Strange sizing, but fabulous color","The fit is a bit loose in the body (more than you can tell on the model) - more like a true swing style top. i feel the arms are a good fit, but i ordered one size up from my normal since i'm planning to wear this as a maternity top. arms are definitely a size smaller than the body. the ruffles at the bottom are a bit odd, but overall i still like it. the cutout notch at the collar is super cute! plus, the green color of this top is lovely and i love that it's made in the usa so i'll be keeping",3,1,2,General Petite,Tops,Knits,the fit is a bit loose in the body more than you can tell on the model more like a true swing style top i feel the arms are a good fit but i ordered one size up from my normal since im planning to wear this as a maternity top arms are definitely a size smaller than the body the ruffles at the bottom are a bit odd but overall i still like it the cutout notch at the collar is super cute plus the green color of this top is lovely and i love that its made in the usa so ill be keeping,strange sizing but fabulous color,Neutral
18995,1078,39,Quality issues,"This is a truly beautiful dress, and yes, so much better in person.  upon examining the dress, however, i saw some problems.  the embroidery above the waistline was loose in places, there were some frayed ends, and even some &#39;fuzzy&#39; spots where it looked like the stitching had rubbed against something.  the dress is over $250, and for that price i expect the embroidery to be top-notch.  returning and hope the replacement is in better shape.  if so, it will be a keeper!",3,1,0,General,Dresses,Dresses,this is a truly beautiful dress and yes so much better in person upon examining the dress however i saw some problems the embroidery above the waistline was loose in places there were some frayed ends and even some fuzzy spots where it looked like the stitching had rubbed against something the dress is over and for that price i expect the embroidery to be topnotch returning and hope the replacement is in better shape if so it will be a keeper,quality issues,Neutral
18996,945,38,Definitely a star!,A must have sweater with great details. it can be a star piece with leather tights or very long flare jeans. i recommend platform booties for perfect body proportion.,5,1,0,General Petite,Tops,Sweaters,a must have sweater with great details it can be a star piece with leather tights or very long flare jeans i recommend platform booties for perfect body proportion,definitely a star,Positive
18997,863,62,Cute fall casual top,This top fits a bit trimmer than the summer version of this top did. the lavender color is muted and a nice fall transition color.,4,1,0,General Petite,Tops,Knits,this top fits a bit trimmer than the summer version of this top did the lavender color is muted and a nice fall transition color,cute fall casual top,Positive
